3.522933266597610968e-01 9.459042756336080160e-01
1.539310887675663597e+00 7.534788313401316051e-01
-2.981112519301211683e-01 7.497343778282643534e-01
3.582316230194135254e-01 8.716387941487759861e-01
-5.960225319135115107e-01 1.052157244590783192e+00
9.601338744687690219e-02 8.184364107670377697e-01
-3.502782306412247082e-01 9.027576641327984541e-01
4.245360758545138058e-01 8.038107607702688062e-01
4.031509408027884045e-01 8.820878708967810899e-01
3.246411832725814572e-01 9.719343157336424177e-01
5.634315539801746375e-01 1.013745168111688466e+00
-9.043460186449442384e-01 1.457681409963371477e+00
-2.726914293672409451e-01 8.058430189372477459e-01
1.328112395458761474e+00 1.190982351158506480e+00
5.682280449210694306e-02 8.743374553089837686e-01
2.537637697742289866e-01 1.048266571124261359e+00
5.088836049585367949e-01 5.004107585954071791e-01
-6.117648329711017352e-01 1.116022996213470453e+00
3.753935828694162646e-01 9.229307317626067597e-01
4.325253117990592311e-01 1.167780320117776327e+00
-3.409888777708424135e-01 6.587271237027139126e-01
4.229436338679030127e-01 8.908326358272296019e-01
9.410335496118882315e-01 4.065526889031423341e-01
-2.276350535535229536e-01 1.002047664008241412e+00
6.432882424085250017e-01 9.099534801439970177e-01
-5.464824159563852479e-01 1.037027788673472894e+00
-9.513921051276492680e-01 8.640661295312952461e-01
-1.089723473452522517e+00 6.245606257198585975e-01
-3.780085250414791931e-01 1.002787899007899330e+00
3.616721029970453860e-01 1.319657119795117017e+00
2.301419781414885790e+00 1.413187995031941258e+00
2.125198486966204392e+00 6.892525229716311985e-01
2.086113837866082843e+00 1.254267549859373387e+00
2.142808445713039855e+00 1.285746177208662466e+00
2.890279357068006760e+00 1.514781086522319242e+00
1.180036316263209928e+00 1.224806836427300594e+00
1.797931767124106184e+00 5.368476014624574688e-01
2.336262343224902338e+00 1.316498101770257945e+00
1.944789894082381565e+00 1.129723237561570004e+00
1.376835822534197451e+00 1.222205726428682970e+00
2.145631989277520191e+00 1.463980431866955145e+00
1.821364121163348893e+00 -1.186457795372675150e-01
2.278767486318673541e+00 5.682099027105369515e-01
1.786953321189161503e+00 1.110918152946946069e+00
1.247550026985249305e+00 9.961152422241924542e-01
2.002274572377138018e+00 1.034539093696777101e+00
1.938775603333423136e+00 1.069229529419508884e+00
1.670730846993086161e+00 -1.780792130528912054e-01
1.538939399838334943e+00 1.420211194173611080e+00
2.648072801710566804e+00 1.138026564280309572e+00
2.119313081265941534e+00 1.239084662406663151e+00
1.940794829862864113e+00 1.354938596638628479e+00
1.469917649479990374e+00 1.080742990232184120e+00
2.764204510147757254e+00 8.231320291457931981e-01
1.237029969304444865e+00 5.584104747854152784e-01
2.142714491545631983e+00 6.475236812354964178e-01
2.082396670163587871e+00 1.099332930168836153e+00
1.950786347246359353e+00 1.156851643559648757e+00
2.575607668340133216e+00 9.806197735194824849e-01
2.385244936564311580e+00 7.986192361379800264e-01
2.185176099591673804e+00 1.330087775969798436e+00
2.576471219185327399e+00 9.903294808255704851e-01
2.380978436487325656e+00 1.369578731171219532e+00
2.643494396436923299e+00 7.941873404644228529e-01
2.700231814798784047e+00 -2.323826528836585581e-01
2.247144860020972690e+00 3.656124663409601183e-01
1.799858589342690163e+00 5.638290991293102294e-01
7.231270570063998981e-01 8.044065944611646923e-01
2.216929125925555688e+00 1.757784872706545487e+00
1.936694914228971331e+00 7.394216774334785303e-01
2.492261466075455623e+00 1.440636923750570730e+00
1.700355794846309498e+00 1.632453030702828212e+00
2.295603632828444152e+00 1.342943889795254586e+00
2.541863725651926753e+00 1.548717338274439914e+00
1.713263678005466417e+00 1.942621721846464311e+00
1.248062919176521346e+00 1.414315286741393285e+00
1.506076162325871381e+00 1.769681121969923776e+00
2.006359419375224995e+00 1.350024299719592591e+00
2.471138962508179659e+00 1.308610465486432561e+00
2.464381421999297661e+00 2.151962222793111223e+00
1.656172060086081421e+00 7.987866643057228710e-01
1.711645880078203952e+00 1.032668734243925135e+00
1.732359602915518604e+00 5.114259321440313144e-01
2.617722947412815859e+00 1.269580862045508907e+00
2.549147986685293965e+00 1.049180692588303598e+00
2.221173083087704114e+00 9.754400468416521974e-01
1.142649105135387533e+00 7.545420747707214382e-01
2.741073605367555288e+00 9.757783092601644004e-01
2.062951202942597373e+00 5.678845645477514914e-01
2.031034575650758622e+00 9.680623831343968533e-01
2.165063812808946775e+00 9.709944096709794970e-01
2.395025200064681226e+00 2.148054324960557704e+00
2.173966868804976027e+00 6.193152698918862331e-01
1.916422533171753040e+00 1.146192586423788295e+00
2.250094504517320626e+00 1.552513808328038536e+00
2.622209841827385812e+00 1.259963461804415985e+00
2.780714811066419490e+00 1.102262700004699392e+00
2.003894442925656438e+00 1.142674322884998706e+00
1.603402727007280593e+00 1.206078003347522465e+00
2.559240221405422400e+00 7.887321469231006743e-01
